soc_code,onet_soc_code,occupation_title,software_or_tool,software_category,hot_technology,in_demand,rank
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Microsoft Access,Data base user interface and query software,Y,N,3
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Microsoft Excel,Spreadsheet software,Y,N,4
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Microsoft Outlook,Electronic mail software,Y,N,5
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Microsoft PowerPoint,Presentation software,Y,N,6
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Microsoft Word,Word processing software,Y,N,7
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Appointment scheduling software,Calendar and scheduling software,N,N,8
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Case management software,Project management software,N,N,9
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Corel WordPerfect Office Suite,Office suite software,N,N,10
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Court records databases,Data base user interface and query software,N,N,11
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Electronic tracking device software,Map creation software,N,N,12
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Email software,Electronic mail software,N,N,13
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,LinkedIn,Web page creation and editing software,N,N,14
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Speech recognition software,Voice recognition software,N,N,15
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Tyler Technologies Odyssey Case Manager,Project management software,N,N,16
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Web browser software,Internet browser software,N,N,17
21-1093,21-1093.00,Social and Human Service Assistants,Microsoft Office software,Office suite software,Y,Y,1
21-1093,21-1093.00,Social and Human Service Assistants,MEDITECH software,Medical software,Y,N,2
21-1093,21-1093.00,Social and Human Service Assistants,Microsoft Access,Data base user interface and query software,Y,N,3
21-1093,21-1093.00,Social and Human Service Assistants,Microsoft Excel,Spreadsheet software,Y,N,4
21-1093,21-1093.00,Social and Human Service Assistants,Microsoft Outlook,Electronic mail software,Y,N,5
21-1093,21-1093.00,Social and Human Service Assistants,Microsoft PowerPoint,Presentation software,Y,N,6
21-1093,21-1093.00,Social and Human Service Assistants,Microsoft Word,Word processing software,Y,N,7
21-1093,21-1093.00,Social and Human Service Assistants,Database software,Data base user interface and query software,N,N,8
21-1093,21-1093.00,Social and Human Service Assistants,Electronic medical record EMR software,Medical software,N,N,9
21-1093,21-1093.00,Social and Human Service Assistants,Nuance Dragon NaturallySpeaking,Voice recognition software,N,N,10
21-1093,21-1093.00,Social and Human Service Assistants,PointClickCare healthcare software,Medical software,N,N,11
21-1093,21-1093.00,Social and Human Service Assistants,Web browser software,Internet browser software,N,N,12
21-1094,21-1094.00,Community Health Workers,Microsoft Excel,Spreadsheet software,Y,Y,1
21-1094,21-1094.00,Community Health Workers,Microsoft Office software,Office suite software,Y,Y,2
21-1094,21-1094.00,Community Health Workers,Microsoft Outlook,Electronic mail software,Y,Y,3
21-1094,21-1094.00,Community Health Workers,Microsoft Word,Word processing software,Y,Y,4
21-1094,21-1094.00,Community Health Workers,Apple macOS,Operating system software,Y,N,5
21-1094,21-1094.00,Community Health Workers,Google Workspace software,Office suite software,Y,N,6
21-1094,21-1094.00,Community Health Workers,Microsoft Access,Data base user interface and query software,Y,N,7
21-1094,21-1094.00,Community Health Workers,Microsoft PowerPoint,Presentation software,Y,N,8
21-1094,21-1094.00,Community Health Workers,Zoom,Video conferencing software,Y,N,9
21-1094,21-1094.00,Community Health Workers,Client databases,Data base user interface and query software,N,N,10
21-1094,21-1094.00,Community Health Workers,Electronic health record EHR software,Medical software,N,N,11
21-1094,21-1094.00,Community Health Workers,Microsoft Publisher,Desktop publishing software,N,N,12
21-1094,21-1094.00,Community Health Workers,SmugMug Flickr,Graphics or photo imaging software,N,N,13
21-1094,21-1094.00,Community Health Workers,Web browser software,Internet browser software,N,N,14
21-2011,21-2011.00,Clergy,Facebook,Web page creation and editing software,Y,N,1
21-2011,21-2011.00,Clergy,Microsoft Excel,Spreadsheet software,Y,N,2
21-2011,21-2011.00,Clergy,Microsoft Office software,Office suite software,Y,N,3
21-2011,21-2011.00,Clergy,Microsoft Outlook,Electronic mail software,Y,N,4
21-2011,21-2011.00,Clergy,Microsoft PowerPoint,Presentation software,Y,N,5
21-2011,21-2011.00,Clergy,Microsoft Word,Word processing software,Y,N,6
21-2011,21-2011.00,Clergy,Email software,Electronic mail software,N,N,7
21-2011,21-2011.00,Clergy,Event scheduling software,Calendar and scheduling software,N,N,8
21-2011,21-2011.00,Clergy,GroupMe,Instant messaging software,N,N,9
21-2011,21-2011.00,Clergy,Membership databases,Data base user interface and query software,N,N,10
21-2011,21-2011.00,Clergy,Twitter,Instant messaging software,N,N,11
21-2011,21-2011.00,Clergy,Web browser software,Internet browser software,N,N,12
21-2021,21-2021.00,"Directors, Religious Activities and Education",Microsoft Excel,Spreadsheet software,Y,Y,1
21-2021,21-2021.00,"Directors, Religious Activities and Education",Microsoft Office software,Office suite software,Y,Y,2
21-2021,21-2021.00,"Directors, Religious Activities and Education",Microsoft Outlook,Electronic mail software,Y,Y,3
21-2021,21-2021.00,"Directors, Religious Activities and Education",Microsoft PowerPoint,Presentation software,Y,Y,4
21-2021,21-2021.00,"Directors, Religious Activities and Education",Adobe Photoshop,Graphics or photo imaging software,Y,N,5
21-2021,21-2021.00,"Directors, Religious Activities and Education",Facebook,Web page creation and editing software,Y,N,6
21-2021,21-2021.00,"Directors, Religious Activities and Education",Google Workspace software,Office suite software,Y,N,7
21-2021,21-2021.00,"Directors, Religious Activities and Education",Microsoft Access,Data base user interface and query software,Y,N,8
21-2021,21-2021.00,"Directors, Religious Activities and Education",Microsoft Word,Word processing software,Y,N,9
21-2021,21-2021.00,"Directors, Religious Activities and Education",Zoom,Video conferencing software,Y,N,10
21-2021,21-2021.00,"Directors, Religious Activities and Education",Database software,Data base user interface and query software,N,N,11
21-2021,21-2021.00,"Directors, Religious Activities and Education",Email software,Electronic mail software,N,N,12
21-2021,21-2021.00,"Directors, Religious Activities and Education",Event scheduling software,Calendar and scheduling software,N,N,13
21-2021,21-2021.00,"Directors, Religious Activities and Education",Microsoft Publisher,Desktop publishing software,N,N,14
21-2021,21-2021.00,"Directors, Religious Activities and Education",Social media software,Web page creation and editing software,N,N,15
21-2021,21-2021.00,"Directors, Religious Activities and Education",Twitter,Instant messaging software,N,N,16
21-2021,21-2021.00,"Directors, Religious Activities and Education",Web browser software,Internet browser software,N,N,17
21-2021,21-2021.00,"Directors, Religious Activities and Education",Website development software,Web page creation and editing software,N,N,18
23-1011,23-1011.00,Lawyers,Microsoft Office software,Office suite software,Y,Y,1
23-1011,23-1011.00,Lawyers,Adobe Acrobat,Document management software,Y,N,2
23-1011,23-1011.00,Lawyers,Google Analytics,Data mining software,Y,N,3
23-1011,23-1011.00,Lawyers,Microsoft Access,Data base user interface and query software,Y,N,4
23-1011,23-1011.00,Lawyers,Microsoft Excel,Spreadsheet software,Y,N,5
23-1011,23-1011.00,Lawyers,Microsoft Outlook,Electronic mail software,Y,N,6
23-1011,23-1011.00,Lawyers,Microsoft PowerPoint,Presentation software,Y,N,7
23-1011,23-1011.00,Lawyers,Microsoft Project,Project management software,Y,N,8
23-1011,23-1011.00,Lawyers,Microsoft Word,Word processing software,Y,N,9
23-1011,23-1011.00,Lawyers,SAP software,Enterprise resource planning ERP software,Y,N,10
23-1011,23-1011.00,Lawyers,ADC Legal Systems Perfect Practice,Data base user interface and query software,N,N,11
23-1011,23-1011.00,Lawyers,ADERANT Expert Matter Center,Data base user interface and query software,N,N,12
23-1011,23-1011.00,Lawyers,Abacus Data Systems AbacusLaw,Data base user interface and query software,N,N,13
23-1011,23-1011.00,Lawyers,AbacusNext HotDocs,Document management software,N,N,14
23-1011,23-1011.00,Lawyers,Advanced Technologies Class Act,Data base user interface and query software,N,N,15
23-1011,23-1011.00,Lawyers,AdvantageLaw WinVantage,Data base user interface and query software,N,N,16
23-1011,23-1011.00,Lawyers,Anacomp CaseLogistix,Document management software,N,N,17
23-1011,23-1011.00,Lawyers,Argosy Legal Systems Power Closer,Data base user interface and query software,N,N,18
23-1011,23-1011.00,Lawyers,BQE Software BillQuick,Billing and invoicing software,N,N,19
23-1011,23-1011.00,Lawyers,Best Case Solutions Best Case Bankruptcy,Document management software,N,N,20
23-1012,23-1012.00,Judicial Law Clerks,Microsoft Excel,Spreadsheet software,Y,Y,1
23-1012,23-1012.00,Judicial Law Clerks,Microsoft Office software,Office suite software,Y,Y,2
23-1012,23-1012.00,Judicial Law Clerks,Microsoft Outlook,Electronic mail software,Y,Y,3
23-1012,23-1012.00,Judicial Law Clerks,Thomson Reuters Westlaw,Information retrieval or search software,N,Y,4
23-1012,23-1012.00,Judicial Law Clerks,Adobe Acrobat,Document management software,Y,N,5
23-1012,23-1012.00,Judicial Law Clerks,Microsoft Access,Data base user interface and query software,Y,N,6
23-1012,23-1012.00,Judicial Law Clerks,Microsoft PowerPoint,Presentation software,Y,N,7
23-1012,23-1012.00,Judicial Law Clerks,Microsoft Windows,Operating system software,Y,N,8
23-1012,23-1012.00,Judicial Law Clerks,Microsoft Word,Word processing software,Y,N,9
23-1012,23-1012.00,Judicial Law Clerks,Aderant CompuLaw,Calendar and scheduling software,N,N,10
23-1012,23-1012.00,Judicial Law Clerks,Advanced Technologies Class Act,Project management software,N,N,11
23-1012,23-1012.00,Judicial Law Clerks,American Legalnet Smart Dockets,Calendar and scheduling software,N,N,12
23-1012,23-1012.00,Judicial Law Clerks,American Legalnet eDockets,Calendar and scheduling software,N,N,13
23-1012,23-1012.00,Judicial Law Clerks,Canyon Solutions Jcats,Project management software,N,N,14
23-1012,23-1012.00,Judicial Law Clerks,Compugov DocketView,Calendar and scheduling software,N,N,15
23-1012,23-1012.00,Judicial Law Clerks,Corel WordPerfect Office Suite,Office suite software,N,N,16
23-1012,23-1012.00,Judicial Law Clerks,Infocom JACS,Calendar and scheduling software,N,N,17
23-1012,23-1012.00,Judicial Law Clerks,Justice Systems FullCourt Enterprise,Project management software,N,N,18
23-1012,23-1012.00,Judicial Law Clerks,Legal Files software,Project management software,N,N,19
23-1012,23-1012.00,Judicial Law Clerks,Levare Center Court,Calendar and scheduling software,N,N,20
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Microsoft Office software,Office suite software,Y,Y,1
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Adobe Acrobat,Document management software,Y,N,2
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Microsoft Access,Data base user interface and query software,Y,N,3
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Microsoft Excel,Spreadsheet software,Y,N,4
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Microsoft Outlook,Electronic mail software,Y,N,5
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Microsoft PowerPoint,Presentation software,Y,N,6
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Microsoft Windows,Operating system software,Y,N,7
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Microsoft Word,Word processing software,Y,N,8
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",SAP software,Enterprise resource planning ERP software,Y,N,9
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Courtroom scheduling software,Legal management software,N,N,10
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Email software,Electronic mail software,N,N,11
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",LexisNexis,Information retrieval or search software,N,N,12
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Online databases,Data base user interface and query software,N,N,13
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Thomson Reuters Westlaw,Information retrieval or search software,N,N,14
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Videoconferencing software,Video conferencing software,N,N,15
23-1021,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Web browser software,Internet browser software,N,N,16
