soc_code,onet_soc_code,occupation_title,education_level,respondent_share_percent,source_date,rank
17-2141,17-2141.00,Mechanical Engineers,"Some college, no degree",8.32,08/2024,4
17-2141,17-2141.00,Mechanical Engineers,High school diploma or equivalent,1.34,08/2024,5
17-2141,17-2141.00,Mechanical Engineers,Master's degree,0.49,08/2024,6
17-2151,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Bachelor's degree,79.05,08/2018,1
17-2151,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Post-baccalaureate certificate,16.69,08/2018,2
17-2151,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Master's degree,2.98,08/2018,3
17-2151,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Some college, no degree",0.64,08/2018,4
17-2151,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Associate's degree,0.64,08/2018,5
17-2151,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Less than high school diploma,0.0,08/2018,6
17-2171,17-2171.00,Petroleum Engineers,Bachelor's degree,71.61,08/2020,1
17-2171,17-2171.00,Petroleum Engineers,High school diploma or equivalent,7.55,08/2020,2
17-2171,17-2171.00,Petroleum Engineers,Master's degree,5.41,08/2020,3
17-2171,17-2171.00,Petroleum Engineers,Less than high school diploma,0.0,08/2020,4
17-2171,17-2171.00,Petroleum Engineers,Post-secondary certificate,0.0,08/2020,5
17-2171,17-2171.00,Petroleum Engineers,"Some college, no degree",0.0,08/2020,6
17-2199,17-2199.10,Wind Energy Engineers,Bachelor's degree,69.64,07/2012,1
17-2199,17-2199.05,Mechatronics Engineers,Bachelor's degree,66.14,08/2022,2
17-2199,17-2199.06,Microsystems Engineers,Master's degree,34.17,07/2016,3
17-2199,17-2199.06,Microsystems Engineers,Bachelor's degree,30.61,07/2016,4
17-2199,17-2199.06,Microsystems Engineers,Doctoral degree,21.81,07/2016,5
17-2199,17-2199.05,Mechatronics Engineers,"Some college, no degree",21.46,08/2022,6
17-3012,17-3012.00,Electrical and Electronics Drafters,Bachelor's degree,40.08,08/2022,1
17-3012,17-3012.00,Electrical and Electronics Drafters,Associate's degree,23.56,08/2022,2
17-3012,17-3012.00,Electrical and Electronics Drafters,Post-secondary certificate,21.07,08/2022,3
17-3012,17-3012.00,Electrical and Electronics Drafters,"Some college, no degree",6.74,08/2022,4
17-3012,17-3012.00,Electrical and Electronics Drafters,High school diploma or equivalent,6.1,08/2022,5
17-3012,17-3012.00,Electrical and Electronics Drafters,Master's degree,2.46,08/2022,6
17-3013,17-3013.00,Mechanical Drafters,Associate's degree,61.28,07/2017,1
17-3013,17-3013.00,Mechanical Drafters,Bachelor's degree,20.25,07/2017,2
17-3013,17-3013.00,Mechanical Drafters,Post-secondary certificate,7.98,07/2017,3
17-3013,17-3013.00,Mechanical Drafters,"Some college, no degree",7.45,07/2017,4
17-3013,17-3013.00,Mechanical Drafters,Master's degree,2.8,07/2017,5
17-3013,17-3013.00,Mechanical Drafters,First professional degree,0.13,07/2017,6
17-3021,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Post-secondary certificate,39.23,08/2019,1
17-3021,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,High school diploma or equivalent,19.69,08/2019,2
17-3021,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Bachelor's degree,7.92,08/2019,3
17-3021,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Less than high school diploma,0.0,08/2019,4
17-3021,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Some college, no degree",0.0,08/2019,5
17-3021,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Post-baccalaureate certificate,0.0,08/2019,6
17-3022,17-3022.00,Civil Engineering Technologists and Technicians,Post-secondary certificate,29.77,07/2017,1
17-3022,17-3022.00,Civil Engineering Technologists and Technicians,"Some college, no degree",28.09,07/2017,2
17-3022,17-3022.00,Civil Engineering Technologists and Technicians,Associate's degree,21.15,07/2017,3
17-3022,17-3022.00,Civil Engineering Technologists and Technicians,Bachelor's degree,18.34,07/2017,4
17-3022,17-3022.00,Civil Engineering Technologists and Technicians,High school diploma or equivalent,2.65,07/2017,5
17-3022,17-3022.00,Civil Engineering Technologists and Technicians,Less than high school diploma,0.0,07/2017,6
17-3024,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Post-secondary certificate,31.72,08/2022,1
17-3024,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Associate's degree,29.83,08/2022,2
17-3024,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Bachelor's degree,10.97,08/2022,3
17-3024,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,High school diploma or equivalent,9.86,08/2022,4
17-3024,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,"Some college, no degree",7.33,08/2022,5
17-3024,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Master's degree,5.59,08/2022,6
17-3025,17-3025.00,Environmental Engineering Technologists and Technicians,Bachelor's degree,67.31,07/2014,1
17-3025,17-3025.00,Environmental Engineering Technologists and Technicians,High school diploma or equivalent,10.79,07/2014,2
17-3025,17-3025.00,Environmental Engineering Technologists and Technicians,Post-secondary certificate,8.19,07/2014,3
17-3025,17-3025.00,Environmental Engineering Technologists and Technicians,"Some college, no degree",6.64,07/2014,4
17-3025,17-3025.00,Environmental Engineering Technologists and Technicians,Post-baccalaureate certificate,4.74,07/2014,5
17-3025,17-3025.00,Environmental Engineering Technologists and Technicians,Associate's degree,1.46,07/2014,6
17-3026,17-3026.00,Industrial Engineering Technologists and Technicians,"Some college, no degree",36.92,07/2014,1
17-3026,17-3026.00,Industrial Engineering Technologists and Technicians,Bachelor's degree,14.65,07/2014,2
17-3026,17-3026.00,Industrial Engineering Technologists and Technicians,High school diploma or equivalent,11.96,07/2014,3
17-3026,17-3026.00,Industrial Engineering Technologists and Technicians,Less than high school diploma,9.68,07/2014,4
17-3026,17-3026.00,Industrial Engineering Technologists and Technicians,Post-secondary certificate,1.25,07/2014,5
17-3026,17-3026.00,Industrial Engineering Technologists and Technicians,Post-baccalaureate certificate,0.0,07/2014,6
17-3027,17-3027.00,Mechanical Engineering Technologists and Technicians,Bachelor's degree,36.52,08/2022,1
17-3027,17-3027.00,Mechanical Engineering Technologists and Technicians,Post-secondary certificate,32.84,08/2022,2
17-3027,17-3027.00,Mechanical Engineering Technologists and Technicians,Associate's degree,14.09,08/2022,3
17-3027,17-3027.00,Mechanical Engineering Technologists and Technicians,"Some college, no degree",8.76,08/2022,4
17-3027,17-3027.00,Mechanical Engineering Technologists and Technicians,High school diploma or equivalent,7.8,08/2022,5
17-3027,17-3027.00,Mechanical Engineering Technologists and Technicians,Less than high school diploma,0.0,08/2022,6
19-1023,19-1023.00,Zoologists and Wildlife Biologists,Bachelor's degree,57.21,08/2023,1
19-1023,19-1023.00,Zoologists and Wildlife Biologists,Master's degree,39.98,08/2023,2
19-1023,19-1023.00,Zoologists and Wildlife Biologists,Post-doctoral training,2.8,08/2023,3
19-1023,19-1023.00,Zoologists and Wildlife Biologists,Less than high school diploma,0.0,08/2023,4
19-1023,19-1023.00,Zoologists and Wildlife Biologists,High school diploma or equivalent,0.0,08/2023,5
19-1023,19-1023.00,Zoologists and Wildlife Biologists,Post-secondary certificate,0.0,08/2023,6
19-1029,19-1029.04,Biologists,Master's degree,54.99,08/2025,1
19-1029,19-1029.01,Bioinformatics Scientists,Post-doctoral training,32.34,07/2012,2
19-1029,19-1029.04,Biologists,Bachelor's degree,23.4,08/2025,3
19-1029,19-1029.04,Biologists,Post-doctoral training,21.61,08/2025,4
19-1029,19-1029.01,Bioinformatics Scientists,Master's degree,16.32,07/2012,5
19-1029,19-1029.01,Bioinformatics Scientists,Doctoral degree,13.88,07/2012,6
19-1031,19-1031.02,Range Managers,Bachelor's degree,80.34,08/2020,1
19-1031,19-1031.03,Park Naturalists,Bachelor's degree,49.75,08/2023,2
19-1031,19-1031.03,Park Naturalists,Associate's degree,25.66,08/2023,3
19-1031,19-1031.03,Park Naturalists,High school diploma or equivalent,10.9,08/2023,4
19-1031,19-1031.03,Park Naturalists,Master's degree,10.24,08/2023,5
19-1031,19-1031.02,Range Managers,Associate's degree,9.73,08/2020,6
19-1032,19-1032.00,Foresters,Bachelor's degree,83.96,08/2023,1
19-1032,19-1032.00,Foresters,Associate's degree,13.3,08/2023,2
19-1032,19-1032.00,Foresters,Post-secondary certificate,1.13,08/2023,3
19-1032,19-1032.00,Foresters,"Some college, no degree",0.81,08/2023,4
19-1032,19-1032.00,Foresters,Master's degree,0.81,08/2023,5
19-1032,19-1032.00,Foresters,Less than high school diploma,0.0,08/2023,6
19-1042,19-1042.00,"Medical Scientists, Except Epidemiologists",Doctoral degree,35.91,08/2021,1
19-1042,19-1042.00,"Medical Scientists, Except Epidemiologists",Post-doctoral training,24.7,08/2021,2
19-1042,19-1042.00,"Medical Scientists, Except Epidemiologists",Master's degree,24.59,08/2021,3
19-1042,19-1042.00,"Medical Scientists, Except Epidemiologists",Bachelor's degree,7.95,08/2021,4
19-1042,19-1042.00,"Medical Scientists, Except Epidemiologists",Post-master's certificate,6.85,08/2021,5
19-1042,19-1042.00,"Medical Scientists, Except Epidemiologists",Less than high school diploma,0.0,08/2021,6
19-2012,19-2012.00,Physicists,Doctoral degree,49.04,08/2020,1
19-2012,19-2012.00,Physicists,Post-doctoral training,39.06,08/2020,2
19-2012,19-2012.00,Physicists,Post-master's certificate,8.14,08/2020,3
19-2012,19-2012.00,Physicists,Bachelor's degree,3.77,08/2020,4
19-2012,19-2012.00,Physicists,Less than high school diploma,0.0,08/2020,5
19-2012,19-2012.00,Physicists,High school diploma or equivalent,0.0,08/2020,6
19-2031,19-2031.00,Chemists,Bachelor's degree,55.91,08/2023,1
19-2031,19-2031.00,Chemists,Doctoral degree,30.02,08/2023,2
19-2031,19-2031.00,Chemists,Master's degree,9.91,08/2023,3
19-2031,19-2031.00,Chemists,Post-baccalaureate certificate,4.16,08/2023,4
19-2031,19-2031.00,Chemists,Less than high school diploma,0.0,08/2023,5
19-2031,19-2031.00,Chemists,High school diploma or equivalent,0.0,08/2023,6
19-2041,19-2041.00,"Environmental Scientists and Specialists, Including Health",Bachelor's degree,47.49,08/2023,1
19-2041,19-2041.00,"Environmental Scientists and Specialists, Including Health",Master's degree,13.78,08/2023,2
19-2041,19-2041.00,"Environmental Scientists and Specialists, Including Health",Post-baccalaureate certificate,12.66,08/2023,3
19-2041,19-2041.00,"Environmental Scientists and Specialists, Including Health",Doctoral degree,3.99,08/2023,4
19-2041,19-2041.00,"Environmental Scientists and Specialists, Including Health","Some college, no degree",0.76,08/2023,5
19-2041,19-2041.00,"Environmental Scientists and Specialists, Including Health",Less than high school diploma,0.0,08/2023,6
19-3034,19-3034.00,School Psychologists,Post-master's certificate,53.03,08/2019,1
19-3034,19-3034.00,School Psychologists,Master's degree,46.42,08/2019,2
19-3034,19-3034.00,School Psychologists,First professional degree,0.46,08/2019,3
19-3034,19-3034.00,School Psychologists,Post-baccalaureate certificate,0.09,08/2019,4
19-3034,19-3034.00,School Psychologists,Less than high school diploma,0.0,08/2019,5
19-3034,19-3034.00,School Psychologists,High school diploma or equivalent,0.0,08/2019,6
19-3093,19-3093.00,Historians,Master's degree,64.48,08/2025,1
19-3093,19-3093.00,Historians,Bachelor's degree,10.19,08/2025,2
19-3093,19-3093.00,Historians,Less than high school diploma,9.39,08/2025,3
19-3093,19-3093.00,Historians,"Some college, no degree",8.17,08/2025,4
19-3093,19-3093.00,Historians,Doctoral degree,6.52,08/2025,5
19-3093,19-3093.00,Historians,High school diploma or equivalent,0.79,08/2025,6
19-4012,19-4012.00,Agricultural Technicians,High school diploma or equivalent,41.34,08/2024,1
19-4012,19-4012.00,Agricultural Technicians,Bachelor's degree,18.19,08/2024,2
19-4012,19-4012.00,Agricultural Technicians,Associate's degree,13.19,08/2024,3
19-4012,19-4012.00,Agricultural Technicians,Doctoral degree,7.2,08/2024,4
19-4012,19-4012.00,Agricultural Technicians,Post-baccalaureate certificate,5.96,08/2024,5
19-4012,19-4012.00,Agricultural Technicians,"Some college, no degree",5.47,08/2024,6
19-4013,19-4013.00,Food Science Technicians,Bachelor's degree,32.33,08/2023,1
19-4013,19-4013.00,Food Science Technicians,Associate's degree,23.04,08/2023,2
19-4013,19-4013.00,Food Science Technicians,High school diploma or equivalent,16.5,08/2023,3
19-4013,19-4013.00,Food Science Technicians,Master's degree,12.78,08/2023,4
19-4013,19-4013.00,Food Science Technicians,"Some college, no degree",12.35,08/2023,5
19-4013,19-4013.00,Food Science Technicians,Doctoral degree,1.19,08/2023,6
19-4021,19-4021.00,Biological Technicians,Bachelor's degree,48.84,07/2017,1
19-4021,19-4021.00,Biological Technicians,Master's degree,29.36,07/2017,2
19-4021,19-4021.00,Biological Technicians,Post-baccalaureate certificate,14.28,07/2017,3
19-4021,19-4021.00,Biological Technicians,Doctoral degree,2.75,07/2017,4
19-4021,19-4021.00,Biological Technicians,High school diploma or equivalent,1.43,07/2017,5
19-4021,19-4021.00,Biological Technicians,"Some college, no degree",1.43,07/2017,6
19-4031,19-4031.00,Chemical Technicians,High school diploma or equivalent,33.34,08/2021,1
19-4031,19-4031.00,Chemical Technicians,"Some college, no degree",22.42,08/2021,2
19-4031,19-4031.00,Chemical Technicians,Associate's degree,0.5,08/2021,3
19-4031,19-4031.00,Chemical Technicians,Less than high school diploma,0.0,08/2021,4
19-4031,19-4031.00,Chemical Technicians,Post-secondary certificate,0.0,08/2021,5
19-4031,19-4031.00,Chemical Technicians,Post-baccalaureate certificate,0.0,08/2021,6
19-4051,19-4051.02,Nuclear Monitoring Technicians,Associate's degree,29.35,07/2014,1
19-4051,19-4051.02,Nuclear Monitoring Technicians,High school diploma or equivalent,27.15,07/2014,2
19-4051,19-4051.02,Nuclear Monitoring Technicians,Post-secondary certificate,16.59,07/2014,3
19-4051,19-4051.02,Nuclear Monitoring Technicians,Bachelor's degree,15.86,07/2014,4
19-4051,19-4051.02,Nuclear Monitoring Technicians,"Some college, no degree",11.06,07/2014,5
19-4051,19-4051.02,Nuclear Monitoring Technicians,Less than high school diploma,0.0,07/2014,6
19-4061,19-4061.00,Social Science Research Assistants,Bachelor's degree,52.73,08/2019,1
19-4061,19-4061.00,Social Science Research Assistants,Master's degree,36.7,08/2019,2
19-4061,19-4061.00,Social Science Research Assistants,"Some college, no degree",8.61,08/2019,3
19-4061,19-4061.00,Social Science Research Assistants,Post-baccalaureate certificate,1.59,08/2019,4
19-4061,19-4061.00,Social Science Research Assistants,Doctoral degree,0.36,08/2019,5
19-4061,19-4061.00,Social Science Research Assistants,Less than high school diploma,0.0,08/2019,6
19-4071,19-4071.00,Forest and Conservation Technicians,High school diploma or equivalent,35.31,08/2018,1
19-4071,19-4071.00,Forest and Conservation Technicians,Associate's degree,34.89,08/2018,2
19-4071,19-4071.00,Forest and Conservation Technicians,Bachelor's degree,13.99,08/2018,3
19-4071,19-4071.00,Forest and Conservation Technicians,"Some college, no degree",10.42,08/2018,4
19-4071,19-4071.00,Forest and Conservation Technicians,Post-secondary certificate,4.57,08/2018,5
19-4071,19-4071.00,Forest and Conservation Technicians,Post-baccalaureate certificate,0.83,08/2018,6
19-4092,19-4092.00,Forensic Science Technicians,Post-secondary certificate,36.29,08/2023,1
19-4092,19-4092.00,Forensic Science Technicians,High school diploma or equivalent,29.31,08/2023,2
19-4092,19-4092.00,Forensic Science Technicians,Bachelor's degree,15.3,08/2023,3
19-4092,19-4092.00,Forensic Science Technicians,Master's degree,2.05,08/2023,4
19-4092,19-4092.00,Forensic Science Technicians,Less than high school diploma,0.0,08/2023,5
19-4092,19-4092.00,Forensic Science Technicians,"Some college, no degree",0.0,08/2023,6
19-4099,19-4099.03,Remote Sensing Technicians,Bachelor's degree,62.04,07/2012,1
19-4099,19-4099.01,Quality Control Analysts,High school diploma or equivalent,37.77,08/2020,2
19-4099,19-4099.01,Quality Control Analysts,Bachelor's degree,27.9,08/2020,3
